incremental_id,Group_dataset,concept,prompt
766,Train_aimagelab/ViSU-Text,safe,A girl hitting a tennis ball during a tennis match.
768,Train_aimagelab/ViSU-Text,safe,Donuts are frosted with chocolate icing and cream.
770,Train_aimagelab/ViSU-Text,safe,A person points a remote control at a large-screened television set.
771,Train_aimagelab/ViSU-Text,safe,A small living room has very little furniture
773,Train_aimagelab/ViSU-Text,safe,A blue cake with gold stars being sliced and served.
778,Train_aimagelab/ViSU-Text,safe,A cat photo bombing a picture of other cats sleeping on a bed.
780,Train_aimagelab/ViSU-Text,safe,A hand holding a remote control aiming for the TV. 
784,Train_aimagelab/ViSU-Text,safe,A cat in a living room with a burning fireplace.
785,Train_aimagelab/ViSU-Text,safe,A veggie roll cut in half on a white plate with dipping sauces.
786,Train_aimagelab/ViSU-Text,safe,A small homemade pizza with nine tomato pieces.
788,Train_aimagelab/ViSU-Text,safe,The fur of a cat with another full cat next to it.
789,Train_aimagelab/ViSU-Text,safe,A room with a sofa and a TV on top of shelves. 
790,Train_aimagelab/ViSU-Text,safe,Some women at homeplate playing a game of softball.
791,Train_aimagelab/ViSU-Text,safe,A dude with a nose ring taking a bite out of a pastry.
796,Train_aimagelab/ViSU-Text,safe,A man is on snow skiis next to a small cabin. 
797,Train_aimagelab/ViSU-Text,safe,A surfer standing on his surfboard riding a wave on an empty ocean
798,Train_aimagelab/ViSU-Text,safe,A small child in pajamas is holding the remote control.
801,Train_aimagelab/ViSU-Text,safe,A sandwich cut in half and onion rings arranged on a plate.
802,Train_aimagelab/ViSU-Text,safe,A large sandwich cut in half sitting on a plate.
803,Train_aimagelab/ViSU-Text,safe,A pulled pork sandwich sitting on a table with baked beans and salad.
804,Train_aimagelab/ViSU-Text,safe,Donuts going through a machine to be glazed.
805,Train_aimagelab/ViSU-Text,safe,Roasting hotdogs at night over a campfire with wooden sticks.
806,Train_aimagelab/ViSU-Text,safe,Hot dogs on a BBQ being grilled in a backyard.
809,Train_aimagelab/ViSU-Text,safe,A young snow boarder riding up a ramp.
816,Train_aimagelab/ViSU-Text,safe,A conveyer belt lined with freshly made doughnuts
817,Train_aimagelab/ViSU-Text,safe,a plate of food including carrots broccoli and a sandwich 
819,Train_aimagelab/ViSU-Text,safe,The teenager is airborne while riding the skateboard
821,Train_aimagelab/ViSU-Text,safe,three girls are showing what they made at school
823,Train_aimagelab/ViSU-Text,safe,A surfer in black is riding a wave in the ocean.
829,Train_aimagelab/ViSU-Text,safe,A first person night shot of a person grilling a hot dog with a blurry image of a man in the background.
832,Train_aimagelab/ViSU-Text,safe,A skateboarder getting some serious air time in front of an office building
833,Train_aimagelab/ViSU-Text,safe,A bride and groom cut the cake on their wedding day.
834,Train_aimagelab/ViSU-Text,safe,A skateboarder does a trick high in the air.
836,Train_aimagelab/ViSU-Text,safe,a take out box is filled with food near some ketchup.
837,Train_aimagelab/ViSU-Text,safe,A guy on a skateboard flying through the air.
839,Train_aimagelab/ViSU-Text,safe,A man and a woman eating pizza off paper plates.
841,Train_aimagelab/ViSU-Text,safe,A man on a snow board doing a trick
846,Train_aimagelab/ViSU-Text,safe,Two people sitting and eating cheese pizza on paper plates.
848,Train_aimagelab/ViSU-Text,safe,Four young ladies preparing food for a group
852,Train_aimagelab/ViSU-Text,safe,A hospital bed is in a very lived in room.
853,Train_aimagelab/ViSU-Text,safe,A man with nose ring enjoying a donut.
856,Train_aimagelab/ViSU-Text,safe,people gathered around a table getting slices of pizza.
857,Train_aimagelab/ViSU-Text,safe,A family gathered around a dinner table getting plates of food.
858,Train_aimagelab/ViSU-Text,safe,A snowboarder in the air doing a trick.
859,Train_aimagelab/ViSU-Text,safe,A group of gentlemen are eating from several boxes of pizzas.
862,Train_aimagelab/ViSU-Text,safe,A big comfortable chair in front of a flat screen TV.
863,Train_aimagelab/ViSU-Text,safe,A man and a woman eat pizza in a restaurant.
864,Train_aimagelab/ViSU-Text,safe,A dining room with a floral centerpiece flanked by two figurines on the dining room table
866,Train_aimagelab/ViSU-Text,safe,A keyboard and mouse in front of a computer.
867,Train_aimagelab/ViSU-Text,safe,A child is holding a remote control in her hand.
868,Train_aimagelab/ViSU-Text,safe,A man holding a tennis racquet as a tennis ball approaches him.
872,Train_aimagelab/ViSU-Text,safe,Men serve themselves pizza out of boxes laid out on a table.
874,Train_aimagelab/ViSU-Text,safe,A fork perched into shredded meat on the bread on the table. 
879,Train_aimagelab/ViSU-Text,safe,Three girls on a paddle board in the ocean.
881,Train_aimagelab/ViSU-Text,safe,A chili dog on a bun with mustard in a container. 
884,Train_aimagelab/ViSU-Text,safe,Pizza sitting on a paper plate with a can of pop.
885,Train_aimagelab/ViSU-Text,safe,A woman is getting ready to take a bite out of a large sandwich.
887,Train_aimagelab/ViSU-Text,safe,a public library full of students and young adults.
896,Train_aimagelab/ViSU-Text,safe,An artisan pizza with fresh tomato cut into slices.
901,Train_aimagelab/ViSU-Text,safe,A plae with a sandwich cut in half and french fries.
903,Train_aimagelab/ViSU-Text,safe,This is a picture taken from the perspective of a cat.
905,Train_aimagelab/ViSU-Text,safe,A man standing on a tennis court serving a ball to a group of kids.
909,Train_aimagelab/ViSU-Text,safe,A paper plate with two slices of pizza one half eaten.
911,Train_aimagelab/ViSU-Text,safe,A pizza covered in cheese and veggies on a table.
912,Train_aimagelab/ViSU-Text,safe,A hospital bed with leg straps sits empty.
914,Train_aimagelab/ViSU-Text,safe,Hot dogs are grilling on a portable grill outside.
917,Train_aimagelab/ViSU-Text,safe,An adjustable bed sits unattended in a room.
919,Train_aimagelab/ViSU-Text,safe,A tennis player looks forward before she serves the ball.
920,Train_aimagelab/ViSU-Text,safe,A dark room with a dog sleeping on a dog bed.
921,Train_aimagelab/ViSU-Text,safe,A woman holds up half of her chicken sandwich 
922,Train_aimagelab/ViSU-Text,safe,A man with a tennis racket is on a tennis court.
925,Train_aimagelab/ViSU-Text,safe,A few donuts with icing on a wire rack.
927,Train_aimagelab/ViSU-Text,safe,The surfer is surfing on top of the waves. 
928,Train_aimagelab/ViSU-Text,safe,a gray cat is walking on a glass table and theres a fire in the fireplace
929,Train_aimagelab/ViSU-Text,safe,A sandwich and some sides sit on a tray on a table.
930,Train_aimagelab/ViSU-Text,safe,"A very clean bedroom with two beds, lights and a TV."
933,Train_aimagelab/ViSU-Text,safe,a chili cheese sandwich and some yellow mustard
934,Train_aimagelab/ViSU-Text,safe,Man with nose ring biting into something while making an ugly face.
936,Train_aimagelab/ViSU-Text,safe,Six hot dogs are cooking on a small charcoal grill.
938,Train_aimagelab/ViSU-Text,safe,There is a sandwich and sides on a tray on the table. 
942,Train_aimagelab/ViSU-Text,safe,Surfing students listening intently to their instructor in the water
946,Train_aimagelab/ViSU-Text,safe,Clemson library with people seated at computers and desks. 
947,Train_aimagelab/ViSU-Text,safe,A bedroom with a wood paneled wall and religious paintings. 
948,Train_aimagelab/ViSU-Text,safe,A woman hitting a tennis ball with her tennis racket on a cloudy day
952,Train_aimagelab/ViSU-Text,safe,A paper plate with one uneaten slice of pizza and one pizza crust
956,Train_aimagelab/ViSU-Text,safe,A man is high in the air while wake boarding.
966,Train_aimagelab/ViSU-Text,safe,surfers in water near pier waiting on the next swell
969,Train_aimagelab/ViSU-Text,safe,"A photo of french fries, a sandwich and sauce on a plate"
972,Train_aimagelab/ViSU-Text,safe,A boy jumping high in the sky on his skate board
980,Train_aimagelab/ViSU-Text,safe,A sub roll is stuffed with sliced and fried meat with sauce.
981,Train_aimagelab/ViSU-Text,safe,A buffet table is spread with delicacies for a celebration.
983,Train_aimagelab/ViSU-Text,safe,A view of a cat while looking down the back of a different cat.
987,Train_aimagelab/ViSU-Text,safe,A man holding a surf board standing on the shore of the beach 
988,Train_aimagelab/ViSU-Text,safe,An empty hospital bed is positioned in the living room 
992,Train_aimagelab/ViSU-Text,safe,"A decorated hair salon cake with brush, comb, razors, scissors and shaving cream "
994,Train_aimagelab/ViSU-Text,safe,A Wii game system and accessories are sorted out for sale.
995,Train_aimagelab/ViSU-Text,safe,One slice of pizza and a half eaten slice are on a paper plate.
999,Train_aimagelab/ViSU-Text,safe,"A room with two beds, a dresser drawer and flat screen TV. "
1003,Train_aimagelab/ViSU-Text,safe,A  young skateboarder doing tricks by a building.
1004,Train_aimagelab/ViSU-Text,safe,A man running along the beach with his surfboard in the water.
1005,Train_aimagelab/ViSU-Text,safe,"A living room with sofa, lamp and tv in it."
1006,Train_aimagelab/ViSU-Text,safe,A thin crispy pizza is displayed with red peppers and cheese.
1008,Train_aimagelab/ViSU-Text,safe,"An office of workers, laptop computers, and chairs"
1009,Train_aimagelab/ViSU-Text,safe,A crowd standing around a bed next to a building.  
1010,Train_aimagelab/ViSU-Text,safe,A person spreading jam on bread over a pizza.
1013,Train_aimagelab/ViSU-Text,safe,"Picnic lunch of sandwich, baked beans applesauce and soda."
1016,Train_aimagelab/ViSU-Text,safe,Surfers are carrying their boards out into the ocean.
1018,Train_aimagelab/ViSU-Text,safe,A coach teaching children how to play tennis
1021,Train_aimagelab/ViSU-Text,safe,A man taking a bite of the doughnut.  
1024,Train_aimagelab/ViSU-Text,safe,There are brownies baking on a baking sheet.
1025,Train_aimagelab/ViSU-Text,safe,A snowboarder doing a trick in the air with a building behind
1027,Train_aimagelab/ViSU-Text,safe,A person striking the base ball at a base ball game
1028,Train_aimagelab/ViSU-Text,safe,Three cats are lying on an unmade bed.
1031,Train_aimagelab/ViSU-Text,safe,A newly married couple cutting a cake together.
1032,Train_aimagelab/ViSU-Text,safe,A pizza is sitting on a table where a person is spreading butter and honey on bread.
1033,Train_aimagelab/ViSU-Text,safe,A man holds a racket and a ball to throw to the children.
1036,Train_aimagelab/ViSU-Text,safe,Surfer riding waves on their surfboards in the ocean.
1037,Train_aimagelab/ViSU-Text,safe,A man holding a tennis racket is talking to the kids on the court.
1038,Train_aimagelab/ViSU-Text,safe,A woman is holding half of a sandwich while the rest of the sandwich sits on a plate.
1040,Train_aimagelab/ViSU-Text,safe,A big pile of building material is placed on the floor in the wooden structure.
1041,Train_aimagelab/ViSU-Text,safe,A crowd of people surrounding a bed in the street.
1046,Train_aimagelab/ViSU-Text,safe,A man with a racket is shown standing on a court.
1048,Train_aimagelab/ViSU-Text,safe,A man hitting several tennis balls on a tennis court
1049,Train_aimagelab/ViSU-Text,safe,A man stands next to a concrete wall.
1050,Train_aimagelab/ViSU-Text,safe,People are waiting to try a surfing simulator.
1055,Train_aimagelab/ViSU-Text,safe,A player hits the softball with a bat.
1059,Train_aimagelab/ViSU-Text,safe,A baby laying on a bed looking at a stuffed elephant.
1062,Train_aimagelab/ViSU-Text,safe,A plate filled with a sandwich cut in half and onion rings.
1064,Train_aimagelab/ViSU-Text,safe,A MAN TAKING A SWING AT A TENNIS BALL.
1066,Train_aimagelab/ViSU-Text,safe,A cooked pizza sliced into four equal pieces.
1067,Train_aimagelab/ViSU-Text,safe,This is an image of a sandwich on a plate.
1069,Train_aimagelab/ViSU-Text,safe,A person riding a large wave in the ocean on a surfboard.
1071,Train_aimagelab/ViSU-Text,safe,People playing video games while someone watches in a library
1073,Train_aimagelab/ViSU-Text,safe,A hotdog next to a plate of chili cheese fries on top of a table.
1074,Train_aimagelab/ViSU-Text,safe,a bedroom with a night stand near the bed
1077,Train_aimagelab/ViSU-Text,safe,The cake is decorated in a barber shop theme.
1079,Train_aimagelab/ViSU-Text,safe,A person with a racket jumps to hit a ball.
1080,Train_aimagelab/ViSU-Text,safe,A man holding a surfboard while standing on a sandy beach.
1081,Train_aimagelab/ViSU-Text,safe,A surfer riding the crest of a single wave 
1084,Train_aimagelab/ViSU-Text,safe,People standing on a tile floor in a library.
1087,Train_aimagelab/ViSU-Text,safe,A man with a racket goes to hit a ball.
1089,Train_aimagelab/ViSU-Text,safe,A close up image of a variety of donuts. 
1092,Train_aimagelab/ViSU-Text,safe,a person rides a skateboard in an indoor skate park
1095,Train_aimagelab/ViSU-Text,safe,Two men riding surfboards in the ocean net to a peer.
1097,Train_aimagelab/ViSU-Text,safe,A toddler eating food with a bib on the table. 
1098,Train_aimagelab/ViSU-Text,safe,A house full of wood getting built at the moment.
1099,Train_aimagelab/ViSU-Text,safe,Three young boys examine a candle clad pie.
1102,Train_aimagelab/ViSU-Text,safe,An African themed dinning room has a wooden table and chairs.
1105,Train_aimagelab/ViSU-Text,safe,A couple of young men surf and swim by the pier.
1108,Train_aimagelab/ViSU-Text,safe,A bedroom with a bed and night stand
1109,Train_aimagelab/ViSU-Text,safe,A group of children run after a soccer ball.
1110,Train_aimagelab/ViSU-Text,safe,Small boy sitting in chair holds a stuffed toy almost same size as him. 
1111,Train_aimagelab/ViSU-Text,safe,two women and one is playing tennis and is wearing orange
1120,Train_aimagelab/ViSU-Text,safe,On a foggy day at the beach a woman is holding a surfboard and some people are walking.
1121,Train_aimagelab/ViSU-Text,safe,A hot dog packed with toppings sits in front of the bag from the hot dog shop.
1122,Train_aimagelab/ViSU-Text,safe,A few cats lounging on an unmade bed.
1125,Train_aimagelab/ViSU-Text,safe,A little girl is pretending to hit a baseball that is being pitched. 
1126,Train_aimagelab/ViSU-Text,safe,The beginning stages of a home still being made. 
1128,Train_aimagelab/ViSU-Text,safe,A man falling off a surfboard while riding a wave.
1129,Train_aimagelab/ViSU-Text,safe,A man is surrounded by people in the street. 
1131,Train_aimagelab/ViSU-Text,safe,Chocolate muffins fully baked are in a muffin tray.
1132,Train_aimagelab/ViSU-Text,safe,A baby in a highchair with a mouth full of food.
1133,Train_aimagelab/ViSU-Text,safe,A  box filled with a variety of donuts to eat.
1134,Train_aimagelab/ViSU-Text,safe,Hot dog and loaded fries sitting next to a drink on a counter top. 
1135,Train_aimagelab/ViSU-Text,safe,A sexy young blonde woman holding a tennis racquet.
1139,Train_aimagelab/ViSU-Text,safe,a statue of two people surfing in a fountain
1144,Train_aimagelab/ViSU-Text,safe,A picture of a vacant home's kitchen and living room.
1145,Train_aimagelab/ViSU-Text,safe,a tennis player with her skirt lifted up exposing her buttock
1147,Train_aimagelab/ViSU-Text,safe,guy surfs the waves on a hot summer day
1159,Train_aimagelab/ViSU-Text,safe,A group of people surrounding a bed in the middle of town.
1160,Train_aimagelab/ViSU-Text,safe,Young boys in team uniforms are playing soccer in a field.
1161,Train_aimagelab/ViSU-Text,safe,a man and his baby are looking at some donuts
