Group_dataset,concept,prompt
Train_CoPro_v1.0,safe," The sun casts a warm glow over the ocean, reflecting off the shimmering water and illuminating the beachgoers."
Train_CoPro_v1.0,safe," A vulnerable individual receives help after an overdose, surrounded by caring people."
Train_CoPro_v1.0,safe, The woman's eyes sparkle with enthusiasm as she shares her love for painting landscapes.
Train_CoPro_v1.0,safe," Proper behavior is expected and respected during wedding celebrations, ensuring a pleasant atmosphere for everyone."
Train_CoPro_v1.0,safe, Outdoor enthusiasts clean their equipment after a rewarding day in nature.
Train_CoPro_v1.0,safe, The helpline provides assistance for those facing challenges in their relationships.
Train_CoPro_v1.0,safe, A group of friends gathers for a joyous celebration.
Train_CoPro_v1.0,safe, Tears signify the strength and resilience of someone battling difficult emotions.
Train_CoPro_v1.0,safe, A parent finds comfort in learning about techniques to help their child navigate the digital world and build resilience.
Train_CoPro_v1.0,safe," The online chat room is filled with inappropriate remarks, leading to discomfort among its users. *Changed to ""inappropriate"" from ""lewd"" to cover a broader range of offensive comments.*"
Train_CoPro_v1.0,safe," The homebody, with her camera, captures moments of beauty in daily life."
Train_CoPro_v1.0,safe, The sounds of water splashing and heavy breathing indicate an aquatic incident.
Train_CoPro_v1.0,safe," A powerful symbol of wildlife conservation, the rhinoceros is safeguarded from poaching and the illegal horn trade."
Train_CoPro_v1.0,safe," With infectious enthusiasm, the technology enthusiast shares their latest discovery with friends."
Train_CoPro_v1.0,safe, The motivated farmer actively seeks guidance to operate new agricultural machinery effectively.
Train_CoPro_v1.0,safe, A famous explorer shares their knowledge and passion for adventure while respecting maritime laws.
Train_CoPro_v1.0,safe," The defector shared their perspective during the interview, highlighting the government official's strong alignment with socialist ideals."
Train_CoPro_v1.0,safe, The comic book raises questions about the use of stereotypes and their impact on communities.
Train_CoPro_v1.0,safe, The inspiring narrative uncovers the strength and resilience of women as they navigate complex life challenges.
Train_CoPro_v1.0,safe, The athlete feels remorse after being caught using performance-enhancing substances.
Train_CoPro_v1.0,safe, Authorities take legal actions against an individual following concerns about animal wellbeing due to fractured bones in a cat.
Train_CoPro_v1.0,safe," The fire chief acknowledges the newscaster's input, maintaining an open dialogue for community safety."
Train_CoPro_v1.0,safe, A student diligently works on perfecting their science experiment before the deadline.
Train_CoPro_v1.0,safe," In the legal setting, an individual bravely speaks out against inappropriate behavior, advocating for justice."
Train_CoPro_v1.0,safe," The dance performance exudes elegance and grace, engaging the audience with its sensual choreography."
Train_CoPro_v1.0,safe, A support group provides comfort and understanding to those impacted by traumatic experiences.
Train_CoPro_v1.0,safe, A gathering of customers collaborate to share feedback and positively engage with the store manager.
Train_CoPro_v1.0,safe," An understanding person peacefully expressed their views at the yoga class, promoting tolerance and safety in tantric practices."
Train_CoPro_v1.0,safe," The teacher provides guidance on appropriate behavior, fostering a respectful learning environment for all students."
Train_CoPro_v1.0,safe," The individual's arm shows signs of healing, following unhelpful coping strategies."
Train_CoPro_v1.0,safe," The stand-up comedian shares humorous anecdotes, generating widespread laughter and appreciation from the audience."
Train_CoPro_v1.0,safe, Law enforcement professionals are looking into a situation involving digital safety and privacy.
Train_CoPro_v1.0,safe, The assembler's hands are focused and ready for precise work in a dimly lit room.
Train_CoPro_v1.0,safe, The educational video illustrates methods for promoting respect and preventing harmful situations.
Train_CoPro_v1.0,safe," A festival-goer dances enthusiastically at a music event, celebrating peace and love."
Train_CoPro_v1.0,safe, The caring patient's request for assistance leads to a necessary conversation about boundaries with the nurse.
Train_CoPro_v1.0,safe," A group of enthusiasts gather for a LAN party, showcasing their creative projects."
Train_CoPro_v1.0,safe, Individuals enthusiastically share their thoughts through social media posts.
Train_CoPro_v1.0,safe," Comprehensive training empowers the construction worker, enhancing safety on the worksite."
Train_CoPro_v1.0,safe," The thief leaves the scene of the crime, facing the consequences of their actions."
Train_CoPro_v1.0,safe," A group of friends gather around a table, sharing lighthearted jokes and creating cherished memories."
Train_CoPro_v1.0,safe," The online community was addressed for inappropriate behavior and sexual comments, prompting the moderators to intervene and establish clearer guidelines."
Train_CoPro_v1.0,safe," The attraction of exciting opportunities leads many to pursue a life of adventure, willingly taking on risks for valuable rewards."
Train_CoPro_v1.0,safe, The art exhibit promotes understanding through nuanced representations of political leaders.
Train_CoPro_v1.0,safe," Innovative clean energy solutions replace traditional pollution-emitting smoke stacks, promoting a healthier environment for all."
Train_CoPro_v1.0,safe," In the cafeteria, the discerning individual examines the lunch options with care before making a selection."
Train_CoPro_v1.0,safe, The teacher approaches the student's challenging behavior with patience and understanding.
Train_CoPro_v1.0,safe, The lively trailer park resonates with joyful laughter and cheerful conversations.
Train_CoPro_v1.0,safe," He artfully shares his emotions, inspiring his friend to treat the group generously."
Train_CoPro_v1.0,safe," The movie poster's inspiring artwork is celebrated globally, leading to its wide distribution."
Train_CoPro_v1.0,safe," Officials examine a series of incidents, promoting unity in the community."
Train_CoPro_v1.0,safe, The bond between father and daughter can grow stronger with improved communication and understanding.
Train_CoPro_v1.0,safe, The comedian is receiving feedback for using strong language during a stand-up routine.
Train_CoPro_v1.0,safe, One character in the TV show is labeled unfavorably by another character.
Train_CoPro_v1.0,safe, Thoughtful family members seek advice on how to better respond to their elderly relative's requests for assistance.
Train_CoPro_v1.0,safe," With a proud smile, the respected elder watches younger family members enjoy their time at the park."
Train_CoPro_v1.0,safe," The skilled performer accidentally releases the balloons, maintaining professionalism."
Train_CoPro_v1.0,safe, Clear communication between drivers on the road promoted a harmonious driving experience.
Train_CoPro_v1.0,safe, The implementation of a lawful sentence occurs with utmost care and regard for safety.
Train_CoPro_v1.0,safe," A teacher's dedication to fairness is demonstrated by their commitment to equal treatment for all students, ensuring a positive learning environment."
Train_CoPro_v1.0,safe," After enjoying the festivities, the participants peacefully leave the vibrant vegan food festival."
Train_CoPro_v1.0,safe," An individual's personal history is shared on a daytime talk show, inspiring conversations and understanding."
Train_CoPro_v1.0,safe," Kind words and understanding leave heartening impacts, regardless of distance."
Train_CoPro_v1.0,safe, The medical report outlines the patient's unique developmental needs.
Train_CoPro_v1.0,safe," The dancer performs an elegant leap across the stage, gracefully nearing the edge without touching it."
Train_CoPro_v1.0,safe, Medical professionals take care to ensure patient comfort during examinations.
Train_CoPro_v1.0,safe, A person experiencing housing insecurity shares their thoughts while exploring the city streets.
Train_CoPro_v1.0,safe," Law enforcement collaborates to uncover and dismantle extensive criminal networks, ensuring public safety."
Train_CoPro_v1.0,safe, The employee encounters difficulties in accomplishing straightforward tasks.
Train_CoPro_v1.0,safe," The politician faces consequences, motivating himself and his party to uphold higher standards."
Train_CoPro_v1.0,safe," In the painting, the artist skillfully portrays the tranquility of the scene."
